county,precinct,district,office,party,candidate,votes
Chase,Champion/Lamar,NA,President,REP,Donald J. Trump,180
Chase,Imperial East,NA,President,REP,Donald J. Trump,225
Chase,Imperial West,NA,President,REP,Donald J. Trump,436
Chase,Imperial Rural,NA,President,REP,Donald J. Trump,243
Chase,Wauneta,NA,President,REP,Donald J. Trump,296
Chase,Early,NA,President,REP,Donald J. Trump,241
Chase,Provisional,NA,President,REP,Donald J. Trump,27
Chase,Total,NA,President,REP,Donald J. Trump,1648
Chase,Champion/Lamar,NA,President,DEM,Hillary Clinton,14
Chase,Imperial East,NA,President,DEM,Hillary Clinton,27
Chase,Imperial West,NA,President,DEM,Hillary Clinton,39
Chase,Imperial Rural,NA,President,DEM,Hillary Clinton,18
Chase,Wauneta,NA,President,DEM,Hillary Clinton,26
Chase,Early,NA,President,DEM,Hillary Clinton,47
Chase,Provisional,NA,President,DEM,Hillary Clinton,0
Chase,Total,NA,President,DEM,Hillary Clinton,171
Chase,Champion/Lamar,NA,President,LIB,Gary Johnson,4
Chase,Imperial East,NA,President,LIB,Gary Johnson,7
Chase,Imperial West,NA,President,LIB,Gary Johnson,18
Chase,Imperial Rural,NA,President,LIB,Gary Johnson,5
Chase,Wauneta,NA,President,LIB,Gary Johnson,10
Chase,Early,NA,President,LIB,Gary Johnson,9
Chase,Provisional,NA,President,LIB,Gary Johnson,1
Chase,Total,NA,President,LIB,Gary Johnson,54
Chase,Champion/Lamar,NA,President,,Jill Stein,0
Chase,Imperial East,NA,President,,Jill Stein,2
Chase,Imperial West,NA,President,,Jill Stein,2
Chase,Imperial Rural,NA,President,,Jill Stein,0
Chase,Wauneta,NA,President,,Jill Stein,1
Chase,Early,NA,President,,Jill Stein,1
Chase,Provisional,NA,President,,Jill Stein,0
Chase,Total,NA,President,,Jill Stein,6
Chase,Champion/Lamar,NA,President,,Under Votes,2
Chase,Imperial East,NA,President,,Under Votes,1
Chase,Imperial West,NA,President,,Under Votes,3
Chase,Imperial Rural,NA,President,,Under Votes,2
Chase,Wauneta,NA,President,,Under Votes,5
Chase,Early,NA,President,,Under Votes,1
Chase,Provisional,NA,President,,Under Votes,0
Chase,Total,NA,President,,Under Votes,15
Chase,Champion/Lamar,NA,President,,Over Votes,0
Chase,Imperial East,NA,President,,Over Votes,0
Chase,Imperial West,NA,President,,Over Votes,7
Chase,Imperial Rural,NA,President,,Over Votes,0
Chase,Wauneta,NA,President,,Over Votes,1
Chase,Early,NA,President,,Over Votes,0
Chase,Provisional,NA,President,,Over Votes,0
Chase,Total,NA,President,,Over Votes,2
Chase,Champion/Lamar,NA,President,,Write-ins,1
Chase,Imperial East,NA,President,,Write-ins,5
Chase,Imperial West,NA,President,,Write-ins,4
Chase,Imperial Rural,NA,President,,Write-ins,4
Chase,Wauneta,NA,President,,Write-ins,3
Chase,Early,NA,President,,Write-ins,1
Chase,Provisional,NA,President,,Write-ins,0
Chase,Total,NA,President,,Write-ins,19
Chase,Champion/Lamar,NA,President,,,201
Chase,Imperial East,NA,President,,,268
Chase,Imperial West,NA,President,,,503
Chase,Imperial Rural,NA,President,,,272
Chase,Wauneta,NA,President,,,343
Chase,Early,NA,President,,,300
Chase,Provisional,NA,President,,,28
Chase,Total,NA,President,,,1915
Chase,Champion/Lamar,3,U.S. House,REP,Adrian Smith,777
Chase,Imperial East,3,U.S. House,REP,Adrian Smith,235
Chase,Imperial West,3,U.S. House,REP,Adrian Smith,449
Chase,Imperial Rural,3,U.S. House,REP,Adrian Smith,249
Chase,Wauneta,3,U.S. House,REP,Adrian Smith,309
Chase,Early,3,U.S. House,REP,Adrian Smith,253
Chase,Provisional,3,U.S. House,REP,Adrian Smith,25
Chase,Total,3,U.S. House,REP,Adrian Smith,1697
Chase,Champion/Lamar,3,U.S. House,,Under Votes,24
Chase,Imperial East,3,U.S. House,,Under Votes,32
Chase,Imperial West,3,U.S. House,,Under Votes,50
Chase,Imperial Rural,3,U.S. House,,Under Votes,21
Chase,Wauneta,3,U.S. House,,Under Votes,32
Chase,Early,3,U.S. House,,Under Votes,43
Chase,Provisional,3,U.S. House,,Under Votes,0
Chase,Total,3,U.S. House,,Under Votes,202
Chase,Champion/Lamar,3,U.S. House,,Over Votes,0
Chase,Imperial East,3,U.S. House,,Over Votes,0
Chase,Imperial West,3,U.S. House,,Over Votes,1
Chase,Imperial Rural,3,U.S. House,,Over Votes,0
Chase,Wauneta,3,U.S. House,,Over Votes,0
Chase,Early,3,U.S. House,,Over Votes,0
Chase,Provisional,3,U.S. House,,Over Votes,0
Chase,Total,3,U.S. House,,Over Votes,1
Chase,Champion/Lamar,3,U.S. House,,Write-ins,0
Chase,Imperial East,3,U.S. House,,Write-ins,1
Chase,Imperial West,3,U.S. House,,Write-ins,3
Chase,Imperial Rural,3,U.S. House,,Write-ins,2
Chase,Wauneta,3,U.S. House,,Write-ins,2
Chase,Early,3,U.S. House,,Write-ins,4
Chase,Provisional,3,U.S. House,,Write-ins,0
Chase,Total,3,U.S. House,,Write-ins,12
