"county","precinct","district","office","party","candidate","votes"
"Cass","Tipton",NA,"Registered Voters","","",1448
"Cass","McKelverly",NA,"Registered Voters","","",306
"Cass","Salt Creek",NA,"Registered Voters","","",602
"Cass","Stove Creek",NA,"Registered Voters","","",668
"Cass","Murdock",NA,"Registered Voters","","",458
"Cass","South Bend",NA,"Registered Voters","","",645
"Cass","Center",NA,"Registered Voters","","",393
"Cass","East Louisville",NA,"Registered Voters","","",568
"Cass","West Louisville",NA,"Registered Voters","","",770
"Cass","Avoca",NA,"Registered Voters","","",373
"Cass","Mount Pleasant",NA,"Registered Voters","","",172
"Cass","Eight Mile Grove",NA,"Registered Voters","","",714
"Cass","Nehawka",NA,"Registered Voters","","",252
"Cass","Liberty",NA,"Registered Voters","","",440
"Cass","North Rock Bluff",NA,"Registered Voters","","",752
"Cass","South Rock Bluff",NA,"Registered Voters","","",1213
"Cass","West Rock Bluff",NA,"Registered Voters","","",503
"Cass","North Plattsmouth",NA,"Registered Voters","","",1549
"Cass","South Plattsmouth",NA,"Registered Voters","","",925
"Cass","Weeping Water Ward 1",NA,"Registered Voters","","",384
"Cass","Weeping Water Ward 2",NA,"Registered Voters","","",403
"Cass","1st. Ward 1st. Precinct",NA,"Registered Voters","","",548
"Cass","1st. Ward 2nd. Precinct",NA,"Registered Voters","","",492
"Cass","2nd. Ward 1st. Precinct",NA,"Registered Voters","","",503
"Cass","2nd. Ward 2nd. Precinct",NA,"Registered Voters","","",469
"Cass","3rd. Ward 1st. Precinct",NA,"Registered Voters","","",509
"Cass","3rd. Ward 2nd. Precinct",NA,"Registered Voters","","",479
"Cass","4th. Ward 1st. Precinct",NA,"Registered Voters","","",413
"Cass","4th. Ward 2nd. Precinct",NA,"Registered Voters","","",539
"Cass","Total",NA,"Registered Voters","","",17490
"Cass","Tipton",NA,"Ballots Cast","","",1102
"Cass","McKelverly",NA,"Ballots Cast","","",240
"Cass","Salt Creek",NA,"Ballots Cast","","",463
"Cass","Stove Creek",NA,"Ballots Cast","","",501
"Cass","Murdock",NA,"Ballots Cast","","",356
"Cass","South Bend",NA,"Ballots Cast","","",519
"Cass","Center",NA,"Ballots Cast","","",300
"Cass","East Louisville",NA,"Ballots Cast","","",441
"Cass","West Louisville",NA,"Ballots Cast","","",594
"Cass","Avoca",NA,"Ballots Cast","","",258
"Cass","Mount Pleasant",NA,"Ballots Cast","","",129
"Cass","Eight Mile Grove",NA,"Ballots Cast","","",587
"Cass","Nehawka",NA,"Ballots Cast","","",187
"Cass","Liberty",NA,"Ballots Cast","","",323
"Cass","North Rock Bluff",NA,"Ballots Cast","","",584
"Cass","South Rock Bluff",NA,"Ballots Cast","","",937
"Cass","West Rock Bluff",NA,"Ballots Cast","","",399
"Cass","North Plattsmouth",NA,"Ballots Cast","","",1227
"Cass","South Plattsmouth",NA,"Ballots Cast","","",731
"Cass","Weeping Water Ward 1",NA,"Ballots Cast","","",296
"Cass","Weeping Water Ward 2",NA,"Ballots Cast","","",292
"Cass","1st. Ward 1st. Precinct",NA,"Ballots Cast","","",347
"Cass","1st. Ward 2nd. Precinct",NA,"Ballots Cast","","",334
"Cass","2nd. Ward 1st. Precinct",NA,"Ballots Cast","","",365
"Cass","2nd. Ward 2nd. Precinct",NA,"Ballots Cast","","",329
"Cass","3rd. Ward 1st. Precinct",NA,"Ballots Cast","","",341
"Cass","3rd. Ward 2nd. Precinct",NA,"Ballots Cast","","",291
"Cass","4th. Ward 1st. Precinct",NA,"Ballots Cast","","",259
"Cass","4th. Ward 2nd. Precinct",NA,"Ballots Cast","","",361
"Cass","New/Former Resident",NA,"Ballots Cast","","",4
"Cass","Total",NA,"Ballots Cast","","",13097
"Cass","Tipton",NA,"President","REP","Donald J. Trump",714
"Cass","McKelverly",NA,"President","REP","Donald J. Trump",150
"Cass","Salt Creek",NA,"President","REP","Donald J. Trump",292
"Cass","Stove Creek",NA,"President","REP","Donald J. Trump",313
"Cass","Murdock",NA,"President","REP","Donald J. Trump",224
"Cass","South Bend",NA,"President","REP","Donald J. Trump",350
"Cass","Center",NA,"President","REP","Donald J. Trump",199
"Cass","East Louisville",NA,"President","REP","Donald J. Trump",267
"Cass","West Louisville",NA,"President","REP","Donald J. Trump",405
"Cass","Avoca",NA,"President","REP","Donald J. Trump",165
"Cass","Mount Pleasant",NA,"President","REP","Donald J. Trump",87
"Cass","Eight Mile Grove",NA,"President","REP","Donald J. Trump",395
"Cass","Nehawka",NA,"President","REP","Donald J. Trump",125
"Cass","Liberty",NA,"President","REP","Donald J. Trump",232
"Cass","North Rock Bluff",NA,"President","REP","Donald J. Trump",389
"Cass","South Rock Bluff",NA,"President","REP","Donald J. Trump",652
"Cass","West Rock Bluff",NA,"President","REP","Donald J. Trump",258
"Cass","North Plattsmouth",NA,"President","REP","Donald J. Trump",789
